tweet_id,created_at,created_at_et,text,tweet_type,counts_for_resolution,in_reply_to_user_id,conversation_id,is_self_reply,like_count,reply_count,retweet_count,quote_count,impression_count,bookmark_count,source,lang
2035743704322023820,2026-03-22T15:41:36.000Z,2026-03-22T11:41:36-04:00,"@markusdd5 Given that several companies make advanced chips, but no companies have ever made fully reusable rockets or achieved SpaceX scale, I think Starship is harder, but we shall see.

Terafab will technically be two fabs, each making only one chip design. This greatly simplifies",reply,False,1234150606518063105,2035685293081149533,False,23,6,11,0,293,1,,en
2035733445348106437,2026-03-22T15:00:50.000Z,2026-03-22T11:00:50-04:00,@AndrThie Happy birthday! 🎉,reply,False,1283514442337128454,2035718242862260473,False,747,204,59,7,16167,8,,en
2035733368319721540,2026-03-22T15:00:31.000Z,2026-03-22T11:00:31-04:00,"RT @AndrThie: Happy Birthday Giga Berlin!

4 years ago, we started production with delivering the first 30 cars to our customers! Since the…",retweet,True,,2035733368319721540,False,0,0,263,0,26,0,,en
2035733329576874061,2026-03-22T15:00:22.000Z,2026-03-22T11:00:22-04:00,RT @IterIntellectus: my brain can’t process this information https://t.co/OXuvpzGmIk,retweet,True,,2035733329576874061,False,0,0,139,0,39,0,,en
2035732824108695847,2026-03-22T14:58:22.000Z,2026-03-22T10:58:22-04:00,"Is this true, @grok? https://t.co/ZrSquLPq8R",quote,True,,2035732824108695847,False,19085,1752,959,73,2611979,505,,en
2035732705690964428,2026-03-22T14:57:53.000Z,2026-03-22T10:57:53-04:00,@XFreeze 😂,reply,False,1818311005698678784,2035593324548309247,False,574,126,30,6,26128,6,,qme
2035732630839460056,2026-03-22T14:57:35.000Z,2026-03-22T10:57:35-04:00,"RT @KatieMiller: The entire world’s electricity consumption is roughly 3–4 terawatts.

1 petawatt = 250–330 times all the electricity human…",retweet,True,,2035732630839460056,False,0,0,267,0,33,0,,en
2035731520389009714,2026-03-22T14:53:11.000Z,2026-03-22T10:53:11-04:00,"RT @IterIntellectus: cmon this is mental. 
terawatt chip factory, orbital solar, mass drivers on the moon, millions of humanoid robots

ins…",retweet,True,,2035731520389009714,False,0,0,221,0,34,0,,en
2035731442043629673,2026-03-22T14:52:52.000Z,2026-03-22T10:52:52-04:00,"RT @GregAbbott_TX: Thanks Elon.

Extraordinary event tonight.

Your vision is powerful and we are proud of all you do in Texas.",retweet,True,,2035731442043629673,False,0,0,523,0,29,0,,en
2035588281371627811,2026-03-22T05:24:00.000Z,2026-03-22T01:24:00-04:00,RT @OwenSparks: This felt like the beginning of a movie. Civilizations greatest endeavor accelerates now. https://t.co/0WVO9JSgZ9,retweet,True,,2035588281371627811,False,0,0,760,0,262,0,,en
