tweet_id,created_at,created_at_et,text,tweet_type,counts_for_resolution,in_reply_to_user_id,conversation_id,is_self_reply,like_count,reply_count,retweet_count,quote_count,impression_count,bookmark_count,source,lang
2032909911823364312,2026-03-14T20:01:07.000Z,2026-03-14T16:01:07-04:00,"RT @cb_doge: The new upgrade of Grok Imagine is absolutely 🔥🔥

Download @Grok and try it now. https://t.co/j309HBhSEe",retweet,True,,2032909911823364312,False,0,0,1255,0,638,0,,en
2032832937578868792,2026-03-14T14:55:15.000Z,2026-03-14T10:55:15-04:00,RT @art_muse: Skater Girl 🛹 https://t.co/7oxIDUC23a,retweet,True,,2032832937578868792,False,0,0,1035,0,6951,0,,en
2032818554928771179,2026-03-14T13:58:06.000Z,2026-03-14T09:58:06-04:00,"RT @Will_Tanner_1: Ages of the Founding Fathers on July 4, 1776: 
-James Monroe, 18
-Aaron Burr, 20
-Alexander Hamilton, 21
-James Madison,…",retweet,True,,2032818554928771179,False,0,0,4847,0,261,0,,en
2032818117949403363,2026-03-14T13:56:21.000Z,2026-03-14T09:56:21-04:00,RT @SpaceX: Falcon 9 launches 29 @Starlink satellites from Florida https://t.co/X02X5lhlSz,retweet,True,,2032818117949403363,False,0,0,2552,0,191,0,,en
2032817974307074090,2026-03-14T13:55:47.000Z,2026-03-14T09:55:47-04:00,Try it! https://t.co/5SIZo4C2aO,quote,True,,2032817974307074090,False,32059,4691,5822,305,20222894,3459,,en
2032817260319092896,2026-03-14T13:52:57.000Z,2026-03-14T09:52:57-04:00,"RT @dvorahfr: Image and 30-second video created with Grok Imagine in under 5 minutes. 
1. Image creation with editing 
2. Animation 
3. 10-…",retweet,True,,2032817260319092896,False,0,0,842,0,74,0,,en
2032816772425068954,2026-03-14T13:51:01.000Z,2026-03-14T09:51:01-04:00,RT @cb_doge: Recreated the iconic Iron Man movie scene using Grok Imagine’s new feature. https://t.co/Zu1omh9Dau,retweet,True,,2032816772425068954,False,0,0,1135,0,476,0,,en
2032815046582219094,2026-03-14T13:44:09.000Z,2026-03-14T09:44:09-04:00,"RT @testerlabor: Grok 4.20 Beta just took No1 on Artificial Analysis and scored in reasoning, intelligence, performance, and price analysis…",retweet,True,,2032815046582219094,False,0,0,774,0,102,0,,en
2032814398033768737,2026-03-14T13:41:35.000Z,2026-03-14T09:41:35-04:00,Terafab Project launches in 7 days,original,True,,2032814398033768737,False,90210,14867,10979,1961,87004643,4811,,en
2032814104461848914,2026-03-14T13:40:25.000Z,2026-03-14T09:40:25-04:00,"RT @cstanley: Hey Instagram users, come use X Chat 😎",retweet,True,,2032814104461848914,False,0,0,649,0,238,0,,en
2032813557575024689,2026-03-14T13:38:14.000Z,2026-03-14T09:38:14-04:00,RT @SpaceX: Deployment of 29 @Starlink satellites confirmed,retweet,True,,2032813557575024689,False,0,0,1173,0,94,0,,en
2032811619307442215,2026-03-14T13:30:32.000Z,2026-03-14T09:30:32-04:00,RT @PeterDiamandis: The computational power in your iPhone is &gt;100 million times more powerful than the computers that landed Apollo 11 on…,retweet,True,,2032811619307442215,False,0,0,1399,0,136,0,,en
2032804292676190605,2026-03-14T13:01:25.000Z,2026-03-14T09:01:25-04:00,True https://t.co/XH1UQF82jM,quote,True,,2032804292676190605,False,103228,4806,23430,595,10546648,5617,,en
2032804041865175204,2026-03-14T13:00:25.000Z,2026-03-14T09:00:25-04:00,"RT @XFreeze: Grok 4.20 ranks #2 on 𝜏²-Bench for Telecom Agentic Tool Use on Artificial Analysis

with 96.5% accuracy, outperforming Claude…",retweet,True,,2032804041865175204,False,0,0,666,0,77,0,,en
2032712056118587635,2026-03-14T06:54:54.000Z,2026-03-14T02:54:54-04:00,RT @SpaceX: Falcon 9 launches 25 @Starlink satellites from California https://t.co/J2qlYaBs3W,retweet,True,,2032712056118587635,False,0,0,2109,0,186,0,,en
2032711970852581772,2026-03-14T06:54:34.000Z,2026-03-14T02:54:34-04:00,RT @GigaBasedDad: Elon gets it https://t.co/G8VKYRyWa9,retweet,True,,2032711970852581772,False,0,0,2408,0,338,0,,en
2032711910760870362,2026-03-14T06:54:20.000Z,2026-03-14T02:54:20-04:00,"RT @artisin_ai: Here is a little video I made using the new Grok video feature where you can animate more than one image in a video.

I als…",retweet,True,,2032711910760870362,False,0,0,713,0,134,0,,en
2032711785162461625,2026-03-14T06:53:50.000Z,2026-03-14T02:53:50-04:00,"RT @teslaenergy: Powerwall 3 is coming to Japan this year

Sign up to receive updates https://t.co/rDMjpeiSg0",retweet,True,,2032711785162461625,False,0,0,1119,0,324,0,,en
2032711315979215094,2026-03-14T06:51:58.000Z,2026-03-14T02:51:58-04:00,RT @dvorahfr: I like to test the styles generated by Grok Imagine. https://t.co/eugBZKDEpv,retweet,True,,2032711315979215094,False,0,0,692,0,173,0,,en
2032711272454828506,2026-03-14T06:51:47.000Z,2026-03-14T02:51:47-04:00,RT @XFreeze: https://t.co/3TgN0JA7re,retweet,True,,2032711272454828506,False,0,0,3963,0,312,0,,zxx
2032709407566688519,2026-03-14T06:44:23.000Z,2026-03-14T02:44:23-04:00,True https://t.co/qr33ivQji1,quote,True,,2032709407566688519,False,239882,12043,32968,1004,28995635,3068,,en
2032706398677876892,2026-03-14T06:32:25.000Z,2026-03-14T02:32:25-04:00,RT @Freedom_Toons: If Black Mirror Was Written in 1750 https://t.co/vgtvSmmEjk,retweet,True,,2032706398677876892,False,0,0,1865,0,342,0,,en
2032706026261360751,2026-03-14T06:30:57.000Z,2026-03-14T02:30:57-04:00,Hmm https://t.co/borBDIvBhN,quote,True,,2032706026261360751,False,65227,2441,9807,182,62943921,2889,,qst
2032705948612198820,2026-03-14T06:30:38.000Z,2026-03-14T02:30:38-04:00,"RT @cb_doge: Grokipedia just got even better.

Now when you click the search bar, it displays Trending Articles so you can jump straight in…",retweet,True,,2032705948612198820,False,0,0,699,0,47,0,,en
2032705748510322858,2026-03-14T06:29:50.000Z,2026-03-14T02:29:50-04:00,True https://t.co/In9Kdu24R7,quote,True,,2032705748510322858,False,218545,7660,24462,663,24472502,8924,,en
2032705536526004733,2026-03-14T06:29:00.000Z,2026-03-14T02:29:00-04:00,"RT @XFreeze: Let your kids explore the world of their imagination with Grok Imagine

Curiosity is the greatest gift you can give them - let…",retweet,True,,2032705536526004733,False,0,0,613,0,49,0,,en
2032704722562617463,2026-03-14T06:25:46.000Z,2026-03-14T02:25:46-04:00,How to https://t.co/DJdHYxdGsZ,quote,True,,2032704722562617463,False,21685,2052,4187,167,9509953,3007,,en
2032704628744466729,2026-03-14T06:25:23.000Z,2026-03-14T02:25:23-04:00,Same https://t.co/bKyhpbd31b,quote,True,,2032704628744466729,False,51740,1352,6181,76,49969782,1460,,en
2032685516907565527,2026-03-14T05:09:27.000Z,2026-03-14T01:09:27-04:00,"RT @nonregemesse: The 1st century AD Roman Aqueduct of Segovia, in Spain, constructed from 20,400 granite blocks without mortar. 

The brid…",retweet,True,,2032685516907565527,False,0,0,1953,0,143,0,,en
2032675402238558261,2026-03-14T04:29:15.000Z,2026-03-14T00:29:15-04:00,"RT @XFreeze: Elon Musk on the biggest danger of AI and robotics:

“I think probably the biggest danger of AI or maybe the biggest danger of…",retweet,True,,2032675402238558261,False,0,0,1659,0,60,0,,en
2032669648139989268,2026-03-14T04:06:23.000Z,2026-03-14T00:06:23-04:00,Exactly https://t.co/PmZDKaeev9,quote,True,,2032669648139989268,False,35968,1831,4237,97,56501287,1754,,en
2032669445676741064,2026-03-14T04:05:35.000Z,2026-03-14T00:05:35-04:00,"RT @Starlink: Starlink's high-speed, low-latency internet is now available in Niue! 🛰️🇳🇺❤️ → https://t.co/SqLzYcoaST https://t.co/yjshaCmHPd",retweet,True,,2032669445676741064,False,0,0,722,0,200,0,,en
2032669407957365226,2026-03-14T04:05:26.000Z,2026-03-14T00:05:26-04:00,"RT @NASAAdmin: Returning to the Moon will prepare us for the grand journey to Mars. If we get this right, we’ll see the Stars and Stripes o…",retweet,True,,2032669407957365226,False,0,0,1031,0,73,0,,en
2032669353326547002,2026-03-14T04:05:13.000Z,2026-03-14T00:05:13-04:00,RT @Rothmus: https://t.co/v5aiIr5Yp0,retweet,True,,2032669353326547002,False,0,0,732,0,222,0,,zxx
2032668870956470576,2026-03-14T04:03:18.000Z,2026-03-14T00:03:18-04:00,"RT @MeidasTouch: 🚨NEWS: Democrat Andy Thomson has won the Boca Raton mayoral race by just ONE vote.

🔵 Thomson — 7,568
🔴 Liebelson — 7,567…",retweet,True,,2032668870956470576,False,0,0,9030,0,148,0,,en
2032663881169121588,2026-03-14T03:43:28.000Z,2026-03-13T23:43:28-04:00,RT @Rothmus: https://t.co/yLo7GtTb88,retweet,True,,2032663881169121588,False,0,0,1262,0,173,0,,zxx
2032662761889738929,2026-03-14T03:39:02.000Z,2026-03-13T23:39:02-04:00,RT @cb_doge: The new Grok Imagine upgrade is pretty cool. 🔥 https://t.co/2nnLyDOH2R,retweet,True,,2032662761889738929,False,0,0,1108,0,357,0,,en
2032602691193762179,2026-03-13T23:40:20.000Z,2026-03-13T19:40:20-04:00,Welcome to @xAI! https://t.co/5tAdHPJmfx,quote,True,,2032602691193762179,False,141849,7113,12687,567,40552820,5142,,en
2032598901212197136,2026-03-13T23:25:16.000Z,2026-03-13T19:25:16-04:00,"RT @boringcompany: Prufrock-3 launching off The Monster!

The Monster tilts down, allowing the boring machine to mine directly into the par…",retweet,True,,2032598901212197136,False,0,0,1198,0,175,0,,en
2032582089657430283,2026-03-13T22:18:28.000Z,2026-03-13T18:18:28-04:00,"RT @Eric_Schmitt: Only American citizens should be able to vote in our elections. Period.

This shouldn't be controversial.

If Democrats w…",retweet,True,,2032582089657430283,False,0,0,1895,0,190,0,,en
2032579285677125799,2026-03-13T22:07:19.000Z,2026-03-13T18:07:19-04:00,RT @Starlink: Starlink providing reliable connectivity in Zimbabwe 🛰️❤️,retweet,True,,2032579285677125799,False,0,0,1073,0,127,0,,en
2032548388538036676,2026-03-13T20:04:33.000Z,2026-03-13T16:04:33-04:00,"RT @TheBabylonBee: To Save Time, CNN Will Now Run Retractions Simultaneously With News Stories https://t.co/L42uRFZb2e https://t.co/z8S8FS6…",retweet,True,,2032548388538036676,False,0,0,7236,0,939,0,,en
